63,4,3,3,5,2,2,6,7,9,1,1,8,1
64,5,6,7,6,0,0,3,8,5,5,5,2,4
65,4,7,3,2,3,7,5,0,2,0,3,2,1
66,4,9,9,0,8,3,4,3,6,4,9,1,4
67,3,8,0,7,5,3,1,1,3,7,5,6,0
68,5,1,9,1,0,7,5,2,1,8,7,7,6
69,4,7,7,5,5,3,0,0,3,3,3,8,5
70,1,2,4,8,6,7,2,9,4,6,3,7,7
71,1,1,5,9,4,8,6,8,8,1,9,3,8
72,2,1,1,4,6,8,7,0,4,7,9,1,3
73,1,5,0,1,0,2,6,2,2,2,2,4,7
74,2,2,5,6,7,8,9,8,3,2,6,5,9
75,3,6,5,8,3,4,0,7,6,6,1,0,3
76,1,8,9,0,9,6,6,9,4,9,3,2,5
77,5,4,3,6,3,0,5,2,9,4,6,9,3
78,2,5,1,5,8,8,4,9,1,7,9,9,8
79,5,4,0,8,3,7,9,0,6,7,0,8,4
80,1,6,4,1,3,5,8,9,8,3,2,7,4
81,1,9,7,1,5,1,1,6,0,0,1,3,9
82,4,9,3,5,0,5,3,7,6,8,1,0,2
83,3,1,3,6,1,2,8,8,0,6,7,9,4
84,4,5,8,0,1,4,8,7,7,5,9,8,6
85,5,3,3,8,4,0,7,1,6,7,7,5,0
86,5,9,5,0,3,2,0,0,9,4,5,0,4
87,4,7,4,0,9,4,2,5,1,1,9,5,5
88,2,3,2,9,6,9,5,5,6,5,1,1,0
89,4,5,8,5,4,4,9,1,0,6,0,5,0
90,5,2,3,5,8,5,8,4,0,8,0,3,2
91,3,5,8,6,0,5,4,5,5,4,7,1,0
92,4,4,8,7,3,8,1,8,7,8,0,6,8
93,4,1,8,0,2,4,9,8,3,1,8,9,4
94,1,8,0,7,1,2,1,4,8,1,2,1,6
95,5,8,4,1,3,3,1,9,9,7,3,0,9
96,2,3,3,0,4,8,1,1,0,1,2,4,8
97,1,7,8,3,6,8,8,3,9,7,7,1,2
98,4,7,0,7,4,3,7,9,8,1,6,1,7
99,3,2,0,2,9,9,7,6,6,0,2,7,6
100,4,4,1,9,3,9,9,4,8,4,1,3,6
101,4,0,6,8,5,6,1,6,5,6,2,6,7
102,3,0,3,0,5,6,9,8,4,4,6,4,3
103,4,7,8,6,2,7,6,7,6,3,4,4,3
104,2,6,8,9,9,2,2,7,3,9,5,4,5
105,1,1,8,0,5,0,6,0,5,1,6,3,0
106,5,3,0,7,6,9,5,9,7,9,9,6,6
107,3,1,9,2,7,5,0,8,9,6,6,5,9
108,3,6,0,5,1,9,5,7,1,4,7,5,8
109,3,1,6,4,1,1,5,6,7,3,8,7,6
110,5,5,4,2,9,8,0,3,6,4,7,1,4
111,1,3,9,3,5,8,8,5,4,3,8,2,5
112,3,8,0,2,0,0,7,2,7,9,1,4,2
113,3,2,4,8,8,5,5,4,5,8,6,9,3
114,2,6,9,9,2,8,6,0,0,2,9,0,5
